書籍名稱
抄寫莎士比亞名句學英文(附「Youtor App」內含VRP虛擬點讀筆)
日語助詞哪裡難？初級必學助詞 一招一式全圖解
一生必學的萬用英文文法【隨身版】(附防水書套)
韓國節日與慶典：MOOKorea慕韓國 第5期 명절과 축제(附韓籍老師親錄線上音檔)
新韓檢初級閱讀全攻略 新版
膽小別看畫V：疾病、天災、戰爭、飢荒……停格在西方名畫中，數千年未曾改變的災難與浩劫
居家布置的心理法則：一點點變動就能創造幸福
平面設計的大忌：字級、版面、圖形、選色的竅門，非設計人員的美學指南。學起來就脫離跟設計師纏鬥的修稿地獄。
動漫遊戲人物繪畫超入門
一出手就是名場面：從《樂來越愛你》到《寄生上流》，11大類型片背後的影像拍攝密技&布局手法
歡迎光臨貓咪廚房 (著色書)
住宅設計喬一喬：屋主都要看的裝潢知識大補帖
生與死
臺北道：林國彰攝影集：tai pei dao 2014–2023
天堂春夢：二十世紀香港電影史論
我在拍電影時思考的事
聲音製造入門：有趣的影視動畫‧電玩音效錄製編輯、及102種音效應用和錄音妙點子
人工智能的第一性原理 熵與訊息引擎
Canva＋AI創意設計與品牌應用250招：從商業技巧、社群祕技到AI圖文影音特效
快速搞懂AI人工智慧：我能運算你、取代你、終結你
新一代 Keras 3.x 重磅回歸：跨 TensorFlow 與 PyTorch 建構 Transformer、CNN、RNN、LSTM 深度學習模型
前端開發測試入門|現在知道也還不遲的自動化測試策略必備知識
Notion與Notion AI全能實戰手冊：生活、學習與職場的智慧策略
Google Analytics GA4 商業分析大全：人工智慧賦能，幫你鎖定對的訪客，打贏網路商戰
藝術超乎想像的力量
兔子的真心話：從情緒判讀、舉止反應、飼養照護到習慣養成，收錄兔子想對你說的 126 則養兔必備專門情報，與愛兔幸福共度每一天
數學女孩秘密筆記：創造數字篇
超麻煩圖鑑：原來所有發明都是因為「麻煩」才開始！？ 21＋1個因為好麻煩而誕生的有趣發明
寫給地球人的《三體》說明書
圖解高中必學.大學先修微分方程式
跟著80種魚環遊世界：從大西洋領航鯨到南極磷蝦，探索六大洋不同深度的80種海洋居民
英國皇家植物園巡禮：走進帝國的知識寶庫，一探近代植物學的縮影
古人的想法真奇怪：52個有趣提問，串起古人的世界觀、人生觀、價值觀
價崩：氣候危機與大明王朝的終結
管家日記：揭示英國上流貴族的黑色面紗
黃旺成的林投帽：近代臺灣的物、日常生活與世界
神聖黑色的魔力：徹底改變人類文明、藝術、歷史的黑色故事
輕鬆掌握日本三大幕府3-3：一冊讀懂江戶時代
鑽鑿人生：從高雄囝仔成為甲骨文權威的成長記事
追憶上海：一部關於名媛、學者與浪子的家族回憶錄
中國歷代筆記選介乙集(POD)
我是一個正常人嗎：兩世紀以來對於正常人的追索，以及正常人為何不存在
我們賴以為生的規則：從量尺、食譜、法律到演算法，人類如何確立和打破一切？
中國滲透：揭開中共不戰而屈人之兵的隱形攻勢
完全模擬侵台戰爭
如果孤獨死將是大多數人的未來
縱橫捭闔一局棋：現代強權博弈四講
朝鮮一姊金與正：北韓領導人金正恩妹妹，史上首握核彈按鈕女子的掌權之路，王朝如何「培養」接班人。
巴奈回家：凱道．二二八公園的二六四四天
尼泊爾：不平衡的邊界
最後的花街飛田：比外遇更美好，隱藏在料亭裡的男女情慾場
思想的力量：俯仰50(思想50)
故事與另外的世界：台灣ACG研究學會年會論文集I
那一天，我追的歐巴成為了罪犯
超越國界的公民思辨：如何與異溫層交流？沒捐錢給難民是錯的嗎？當代倫理學大師談全球化時代的道德難題
2025年初考[共同科目]套書(贈公民與英文模擬試題、完美筆記講座雲端課程)
逢考必中【暢銷強化版】：海邊小孩變全國榜眼的考試必勝法！金牌律師小考大考都在用的高分寶典
2024法學大意小法典(精選法條＋重點標示＋歷屆試題)(初等考/司法特考/公職五等適用)
2024會計丙級技術士[學科＋術科]套書：符合最新檢定規範及IFRS規定
寡言的宮下同學經營色色頻道(１)
戰略情人(４)
在淫靡洞窟的深處中(２)
淫獄團地(４)
公主騎士的小白臉(１)漫畫
今生許我五良緣！(１)
Re:從零開始的異世界生活(33)限定版
脈輪精油香氣對症指南：7大脈輪平衡X情緒穩定的250款精油療癒配方
帶子Ω與暴君黑道 blooming(全)
無能紅魔導士的賢者時間無雙錄(４)
續．魔法科高中的劣等生 魔法人聯社(７)
少女的荊棘
怪異與少女與神隱(01)
我的女性朋友意外地有求必應(２)
神使劇場：闇的遊戲日
貓咪好夥伴小圓圓和小八(３)
我的明里香(１)
貓咪好夥伴小圓圓和小八(２)
轉生為故事的黑幕(１)
依舊無法厭倦你 (全)
四夠教養法，養出溫暖聰明的孩子【限量親簽版】
神使劇場：闇的遊戲日
明明是魔族的我，為什麼變成了拯救人界的英雄？ vol.5(完)
黑色亡魂：《六個說謊的大學生》淺倉秋成矚目出道作！【首刷限量作者印刷簽名扉頁】
哆啦A夢科學任意門(21-25集)
超人媽媽米亞
放心，放手的自然教養(首批限量贈品版)專業幼教媽媽的「親子共好」提案【五感體驗＋藝術陪伴，教會孩子快樂、安定的能力】
愚者之夜(01)
WIND BREAKER—防風少年(07)
小鯊鯊出門去(02)
有貓的日常(02)
種地書(新版)
幽靈少女想要重拾心跳(02)
歡迎光臨亡靈葬儀社(01)
平屋慢生活(05)
幼稚園WARS(02)
今生也請多指教(08)
鹹香下飯客家菜：走進灶腳，運用常備醬味、醃漬物，端出經典「四炆四炒」、家常菜、湯水，食在客庄好滋味
便當實驗室開張：每天做給老公、女兒，偶爾也自己吃
生活是碗湯，我手裡只有叉子（隨書附贈「Little Things」重要小事記事本）
奧修脈輪能量全書：靈妙體的探索旅程(三版)
寶貝的第一個Q & A：病菌大發現
九型人格的人際關係練習
諾然地傳說：老船長的木偶
原始人的一天：很久很久以前我們用什麼？
長頸鹿的數學世界
10秒選出10倍股：美股教授林昭賢教你用顏值投資法，不靠基本面和技術面分析，一眼找出上漲10倍的美國飆股！
魔鬼的最後一眼（週四謀殺俱樂部4）
超越國界的公民思辨：如何與異溫層交流？沒捐錢給難民是錯的嗎？當代倫理學大師談全球化時代的道德難題
法國製造：法國文化關鍵詞100(暢銷新版)
藍，或另一種藍(日本當代兩性關係剖析能手．直木獎得主山本文緒懸疑戀愛名作)
雍正：天地古今惟一嘯
你不知道的搜救與犯罪現場：密閉空間救援與懸案鑑識調查紀實
一流管理者的圓心領導學：從領導特質的平衡點出發，迅速解決問題、建立靈活策略、極大化團隊戰力
記憶治療：釋放你的記憶枷鎖，讓創傷轉化成生命的奇蹟
超越乳癌【最新增訂版】
經典古文小寓言：讀動物故事、打造文言文基礎、閱讀素養題全部學起來！(高詩佳老師作品)
拉拉熊四格漫畫7
